ovr_id,last_check_date,next_check_date,permid,issuer_name,ovr_target,source_value,ovr_value,ovr_active,og_srating,og_exposure,og_controversy,og_committee,company_inheriting,parent_company,inherited_ovr,inhert_ovr_id,comments,evidence,ovr_log,brs_id
ovr000187,01/09/2024,01/03/2025,4295881039,Korea Investment Holdings Co Ltd,str_003b,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C07312
ovr000188,01/09/2024,01/03/2025,4295881039,Korea Investment Holdings Co Ltd,str_004,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C07312
ovr000189,01/09/2024,01/03/2025,4295881039,Korea Investment Holdings Co Ltd,str_006,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C07312
ovr000190,01/09/2024,01/03/2025,4295881039,Korea Investment Holdings Co Ltd,cs_002,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C07312
ovr000191,01/09/2024,01/03/2025,4295881039,Korea Investment Holdings Co Ltd,cs_003,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C07312
ovr000192,01/09/2024,01/03/2025,4295859577,Lazard Ltd,str_001,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C05257
ovr000193,01/09/2024,01/03/2025,4295859577,Lazard Ltd,str_002,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C05257
ovr000194,01/09/2024,01/03/2025,4295859577,Lazard Ltd,str_003,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C05257
ovr000195,01/09/2024,01/03/2025,4295859577,Lazard Ltd,str_003b,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C05257
ovr000196,01/09/2024,01/03/2025,4295859577,Lazard Ltd,str_004,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C05257
ovr000197,01/09/2024,01/03/2025,4295859577,Lazard Ltd,str_006,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Se sigue aplicando el overwrite de ""OK"" en las estrategias afectadas por el porcentaje de exposición a Cluster Bombs. Según Clarity esta compañía está expuesta a la participación en la fabricación de bombas de racimo por la financiación de China Aerospace Science and Industry Group y de Norinco Group. Desde ISR consideramos que esto no es motivo suficiente para excluir a una compañía financiera, ya que no es posible especificar cuanta financiación es destinada a ""general purpose"" y cuanta financiación va destinada al negocio de la fabricación de armamento controvertido. Adicionalmente, los valores reportados por Clarity son de 2020 y anteriores.
Revisión Jul-24: se mantienen los ovrs basados en la exposición a armas controvertidas ya que la situación no ha cambiado
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Cluster Bombs Part (5%), coal mining part (5%), Fossil Fuels part (5%), oil sands part (1%), gas fuels part (1%), oil fuels part (1%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C05257
ovr000198,01/09/2024,01/03/2025,4295859577,Lazard Ltd,cs_002,EXCLUDED,OK,True,,x,,,False,,False,,"No hay OVRs
Update oct-24: aparece exposure a cluster bombs, por lo que se le mete ovr

latest_comment:
No hay ovr a fecha de julio

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C05257
ovr000199,01/09/2024,01/03/2025,4295859577,Lazard Ltd,cs_003,EXCLUDED,OK,True,,x,,,False,,False,,"No hay OVRs
Update oct-24: aparece exposure a cluster bombs, por lo que se le mete ovr

latest_comment:
No hay ovr a fecha de julio

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",C05257
ovr000200,01/09/2024,01/03/2025,4295903201,Legg Mason Inc,str_001,EXCLUDED,OK,True,,x,,,False,,False,,"No hay OVRs
Update oct-24: aparece exposure a cluster bombs, por lo que se le mete ovr

latest_comment:
No hay ovr a fecha de julio

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R53378
ovr000201,01/09/2024,01/03/2025,4295903201,Legg Mason Inc,str_002,EXCLUDED,OK,True,,x,,,False,,False,,"No hay OVRs
Update oct-24: aparece exposure a cluster bombs, por lo que se le mete ovr

latest_comment:
No hay ovr a fecha de julio

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R53378
ovr000202,01/09/2024,01/03/2025,4295903201,Legg Mason Inc,str_003,EXCLUDED,OK,True,,x,,,False,,False,,"No hay OVRs
Update oct-24: aparece exposure a cluster bombs, por lo que se le mete ovr

latest_comment:
No hay ovr a fecha de julio

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R53378
ovr000203,01/09/2024,01/03/2025,4295903201,Legg Mason Inc,str_003b,EXCLUDED,OK,True,,x,,,False,,False,,"No hay OVRs
Update oct-24: aparece exposure a cluster bombs, por lo que se le mete ovr

latest_comment:
No hay ovr a fecha de julio

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R53378
ovr000204,01/09/2024,01/03/2025,4295903201,Legg Mason Inc,cs_002,EXCLUDED,OK,True,,x,,,False,,False,,"No hay OVRs
Update oct-24: aparece exposure a cluster bombs, por lo que se le mete ovr

latest_comment:
No hay ovr a fecha de julio

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R53378
ovr000205,01/09/2024,01/03/2025,5000000933,Mitsubishi UFJ Financial Group Inc,str_001,EXCLUDED,OK,True,,x,,,False,,False,,"No hay OVRs
Update oct-24: aparece exposure a cluster bombs, por lo que se le mete ovr

latest_comment:
No hay ovr a fecha de julio

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R70130
ovr000206,01/09/2024,01/03/2025,5000000933,Mitsubishi UFJ Financial Group Inc,str_002,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Tiene una controversia de nivel 4 según Sustainalytics, que no afecta a las estrategias STR002, STR003B, STR005 y CS002. Por otro lado, se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento ESG Policy Framework).
Update jul-24: quito lo ovr de FLAG porque ha desaparecido la controversia severa 4/5 q tenía en Sustainalytics, pero se mantiene el ovr de OK en las estrategias afectadas por la exposicion a nuclear wepons
Revisión Jul-24: se mantienen los ovrs por la exposición a armamento controvertido basados en las explicaciones anteriores
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
Business Ethics

exposure_detail:
Armament Part (5%), Nuclear weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R70130
ovr000207,01/09/2024,01/03/2025,5000000933,Mitsubishi UFJ Financial Group Inc,str_003,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Tiene una controversia de nivel 4 según Sustainalytics, que no afecta a las estrategias STR002, STR003B, STR005 y CS002. Por otro lado, se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento ESG Policy Framework).
Update jul-24: quito lo ovr de FLAG porque ha desaparecido la controversia severa 4/5 q tenía en Sustainalytics, pero se mantiene el ovr de OK en las estrategias afectadas por la exposicion a nuclear wepons
Revisión Jul-24: se mantienen los ovrs por la exposición a armamento controvertido basados en las explicaciones anteriores
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
Business Ethics

exposure_detail:
Armament Part (5%), Nuclear weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R70130
ovr000208,01/09/2024,01/03/2025,5000000933,Mitsubishi UFJ Financial Group Inc,str_003b,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Tiene una controversia de nivel 4 según Sustainalytics, que no afecta a las estrategias STR002, STR003B, STR005 y CS002. Por otro lado, se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento ESG Policy Framework).
Update jul-24: quito lo ovr de FLAG porque ha desaparecido la controversia severa 4/5 q tenía en Sustainalytics, pero se mantiene el ovr de OK en las estrategias afectadas por la exposicion a nuclear wepons
Revisión Jul-24: se mantienen los ovrs por la exposición a armamento controvertido basados en las explicaciones anteriores
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
Business Ethics

exposure_detail:
Armament Part (5%), Nuclear weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R70130
ovr000209,01/09/2024,01/03/2025,5000000933,Mitsubishi UFJ Financial Group Inc,str_004,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Tiene una controversia de nivel 4 según Sustainalytics, que no afecta a las estrategias STR002, STR003B, STR005 y CS002. Por otro lado, se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento ESG Policy Framework).
Update jul-24: quito lo ovr de FLAG porque ha desaparecido la controversia severa 4/5 q tenía en Sustainalytics, pero se mantiene el ovr de OK en las estrategias afectadas por la exposicion a nuclear wepons
Revisión Jul-24: se mantienen los ovrs por la exposición a armamento controvertido basados en las explicaciones anteriores
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
Business Ethics

exposure_detail:
Armament Part (5%), Nuclear weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R70130
ovr000210,01/09/2024,01/03/2025,5000000933,Mitsubishi UFJ Financial Group Inc,str_006,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Tiene una controversia de nivel 4 según Sustainalytics, que no afecta a las estrategias STR002, STR003B, STR005 y CS002. Por otro lado, se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento ESG Policy Framework).
Update jul-24: quito lo ovr de FLAG porque ha desaparecido la controversia severa 4/5 q tenía en Sustainalytics, pero se mantiene el ovr de OK en las estrategias afectadas por la exposicion a nuclear wepons
Revisión Jul-24: se mantienen los ovrs por la exposición a armamento controvertido basados en las explicaciones anteriores
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
Business Ethics

exposure_detail:
Armament Part (5%), Nuclear weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R70130
ovr000211,01/09/2024,01/03/2025,5000000933,Mitsubishi UFJ Financial Group Inc,cs_002,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Tiene una controversia de nivel 4 según Sustainalytics, que no afecta a las estrategias STR002, STR003B, STR005 y CS002. Por otro lado, se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento ESG Policy Framework).
Update jul-24: quito lo ovr de FLAG porque ha desaparecido la controversia severa 4/5 q tenía en Sustainalytics, pero se mantiene el ovr de OK en las estrategias afectadas por la exposicion a nuclear wepons
Revisión Jul-24: se mantienen los ovrs por la exposición a armamento controvertido basados en las explicaciones anteriores
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
Business Ethics

exposure_detail:
Armament Part (5%), Nuclear weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R70130
ovr000212,01/09/2024,01/03/2025,5000000933,Mitsubishi UFJ Financial Group Inc,cs_003,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Tiene una controversia de nivel 4 según Sustainalytics, que no afecta a las estrategias STR002, STR003B, STR005 y CS002. Por otro lado, se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento ESG Policy Framework).
Update jul-24: quito lo ovr de FLAG porque ha desaparecido la controversia severa 4/5 q tenía en Sustainalytics, pero se mantiene el ovr de OK en las estrategias afectadas por la exposicion a nuclear wepons
Revisión Jul-24: se mantienen los ovrs por la exposición a armamento controvertido basados en las explicaciones anteriores
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
Business Ethics

exposure_detail:
Armament Part (5%), Nuclear weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",R70130
ovr000213,01/09/2024,01/03/2025,4295878505,Mizuho Financial Group Inc,str_001,EXCLUDED,OK,True,,x,,,False,,False,,"Update dic-23: Tiene una controversia de nivel 4 según Sustainalytics, que no afecta a las estrategias STR002, STR003B, STR005 y CS002. Por otro lado, se sigue aplicando el overwrite de OK en las estrategias afectadas por el % de exposición a nuclear weapons participation. ISR considera que el % definido por Clarity no es correcto. La compañía no produce armamento controvertido y tiene una política que le desliga de la inversión en este tipo de actividad (ver link adjunto con el documento ESG Policy Framework).
Update jul-24: quito lo ovr de FLAG porque ha desaparecido la controversia severa 4/5 q tenía en Sustainalytics, pero se mantiene el ovr de OK en las estrategias afectadas por la exposicion a nuclear wepons
Revisión Jul-24: se mantienen los ovrs por la exposición a armamento controvertido basados en las explicaciones anteriores
Revisión dic-24: se mantienen los OVRs porque no han variado las exposiciones

latest_comment:
Revisado en dic-24: Se mantienen los ovrs

sustainalytics_controv_detail:
Business Ethics

exposure_detail:
Armament Part (5%), Nuclear weapons Part (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",MIZ00A
ovr000214,01/09/2024,01/03/2025,4295878505,Mizuho Financial Group Inc,str_002,EXCLUDED,OK,True,,x,,,False,,False,,"NO APTA según Comité Santander Responsabilidad Solidario.

latest_comment:
No hay que revisar - Aplicado OVR en el pasado. Actualmente ISR considera que no es necesario aplicar OVR y que el resultado de Clarity es correcto.

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",MIZ00A
ovr000215,01/09/2024,01/03/2025,4295878505,Mizuho Financial Group Inc,str_003,EXCLUDED,OK,True,,x,,,False,,False,,"NO APTA según Comité Inveractivo Confianza.

latest_comment:
OVR procedente de comité, por lo que no habría que revisarlo salvo cambio en la decisión del comité

sustainalytics_controv_detail:
-

exposure_detail:
-",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",MIZ00A
ovr000216,01/09/2024,01/03/2025,4295878505,Mizuho Financial Group Inc,str_003b,EXCLUDED,OK,True,,x,,,False,,False,,"APTA según Comité Santander Responsabilidad Solidario.
APTA según Comité Inveractivo Confianza, revisado con Laura y se considera que no es suficiente la exposición para excluir. 
Se aplica OVR en la STR004 y Articulo 8, por un ajuste en los % por parte de Clarity. Justificación: Compagnie Generale des Etablissements Michelin SCA's supply of equipment such as Fenner's convoyer belt and surface mining tires to the coal mining industry (according to its annual report 2021, p280) is indeed the reason behind flagging te company under this activity. Concerning the revenue: The company operates in three operating segments; Specialty businesses segment (23% of the company's total revenues) includes the Mining, Off-the-road, Two wheel and Aircraft tire activities, as well as the Conveyor Belt and High-Technology Materials activities (p283); seeing that there is no clear revenue breakdown of these sub-segments, we estimate that they are equally split. As such, coal mining participation can be narrowed down to 0%-10%.
Update ene-24: se eliminan los overwrites de OK tras actualización de los porcentajes de exposición de Coal Mining a 10%.
Update ago-24: se mantienen el ovr de OK en la STR005
Rev ene-25: se mantiene el ovr de la STR005

latest_comment:
Revisada en ene-25, se mantienen el ovr en la str005

sustainalytics_controv_detail:
-

exposure_detail:
Armament Part (5%), Armament Prod (5%)",,"{user : Tristan Soler,upload_date : 20250224,upload_method : manual,operation : create}",MIZ00A
